text,tfidf_tags,zero_shot_tags,combined_tags
"Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle https://www.youtube.com/watch?v=uvCS_lfxFWI Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'structured', 'turn', 'data', 'text']","['youtube', 'comedy', 'google']","['kaggle', 'data', 'structured', 'comedy', 'google', 'turn', 'youtube', 'text']"
"Kaggle Live-Coding: Mapping fair trade chocolate with geopandas | Kaggle Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Mapping fair trade chocolate with geopandas | Kaggle https://www.youtube.com/watch?v=JK9sOIUOysk Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'trade', 'geopandas', 'chocolate', 'fair']","['youtube', 'comedy', 'google']","['kaggle', 'trade', 'chocolate', 'comedy', 'google', 'fair', 'geopandas', 'youtube']"
"Kaggle Live-Coding: How to come up with unique ideas for projects | Kaggle Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: How to come up with unique ideas for projects | Kaggle https://www.youtube.com/watch?v=H9wQHtkVOY0 Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'unique', 'ideas', 'come', 'data']","['comedy', 'youtube', 'unboxing']","['kaggle', 'data', 'comedy', 'unique', 'ideas', 'unboxing', 'come', 'youtube']"
"Kaggle Live-Coding: Graphing entity co-occurrence in online rumors (part 3) | Kaggle Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Graphing entity co-occurrence in online rumors (part 3) | Kaggle https://www.youtube.com/watch?v=2RNeyDrPG-g Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'rumors', 'cooccurrence', 'graphing', 'entity']","['youtube', 'comedy', 'unboxing']","['kaggle', 'comedy', 'entity', 'cooccurrence', 'rumors', 'graphing', 'unboxing', 'youtube']"
"Kaggle Live-Coding: Putting together your data science portfolio | Kaggle Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Putting together your data science portfolio | Kaggle https://www.youtube.com/watch?v=Zpdj50w0xKs Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'putting', 'together', 'portfolio', 'data']","['data science', 'vlog', 'comedy']","['kaggle', 'data', 'together', 'comedy', 'vlog', 'putting', 'portfolio', 'data science']"
"Data Con LA 2018 | Kaggle presentation by Megan Risdal | Kaggle Watch Kaggle's Megan Risdal, who spoke live at Data Con LA on two things that enable better collaboration among data scientists. Watch full stream at: https://www.youtube.com/watch?v=BPsK3yG5F9Q Follow Megan on twitter: twitter.com/meganrisdal Follow Kaggle on twitter: twitter.com/kaggle SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Data Con LA 2018 | Kaggle presentation by Megan Risdal | Kaggle https://www.youtube.com/watch?v=eMhJezq7V-w Kaggle http://www.youtube.com/user/kaggledotcom","['megan', 'la', 'con', 'risdal', 'kaggle']","['comedy', 'data science', 'deep learning']","['megan', 'kaggle', 'comedy', 'deep learning', 'la', 'risdal', 'data science', 'con']"
"Kaggle Live-Coding: Anonymizing Tweets | Kaggle Support the stream: https://streamlabs.com/kaggledotcom Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Anonymizing Tweets | Kaggle https://www.youtube.com/watch?v=SnaI2pKDyLE Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'anonymizing', 'tweets', 'data', 'httpsstreamlabscomkaggledotcom']","['tech', 'music', 'vlog']","['httpsstreamlabscomkaggledotcom', 'kaggle', 'data', 'anonymizing', 'tweets', 'vlog', 'music', 'tech']"
"Kaggle Live-Coding: Graphing entity co-occurrence in online rumors (part 2) | Kaggle Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Graphing entity co-occurrence in online rumors (part 2) | Kaggle https://www.youtube.com/watch?v=4SoLoo0fdH0 Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'rumors', 'cooccurrence', 'graphing', 'entity']","['youtube', 'comedy', 'unboxing']","['kaggle', 'comedy', 'entity', 'cooccurrence', 'rumors', 'graphing', 'unboxing', 'youtube']"
"Kaggle Live-Coding: Graphing entity co-occurrence in online rumors | Kaggle Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Graphing entity co-occurrence in online rumors | Kaggle https://www.youtube.com/watch?v=iz-OrQLIlaI Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'graphing', 'cooccurrence', 'rumors', 'entity']","['comedy', 'youtube', 'tech']","['tech', 'kaggle', 'comedy', 'entity', 'cooccurrence', 'rumors', 'graphing', 'youtube']"
"Kaggle Live-Coding: Named Entity Recognition | Kaggle Join Kaggle data scientist Rachael live as she works on data science projects! See all previous live-coding streams here: https://www.youtube.com/watch?v=i92VI289zWw&list=PLqFaTIg4myu9f21aM1POYVeoaHbFf1hMc SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Named Entity Recognition | Kaggle https://www.youtube.com/watch?v=9Hkr5GdbEXQ Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'named', 'recognition', 'entity', 'livecoding']","['comedy', 'youtube', 'tech']","['tech', 'kaggle', 'named', 'livecoding', 'comedy', 'entity', 'recognition', 'youtube']"
"Kaggle Live-Coding: Reproducing a Paper in 60 Minutes | Kaggle Join Kaggle Data Scientist Rachael as she attempts to replicate a paper... in just 60 minutes. SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Reproducing a Paper in 60 Minutes | Kaggle https://www.youtube.com/watch?v=BB89xefVfXQ Kaggle http://www.youtube.com/user/kaggledotcom","['60', 'kaggle', 'minutes', 'reproducing', 'paper']","['data science', 'artificial intelligence', 'comedy']","['kaggle', 'reproducing', 'minutes', 'paper', 'comedy', 'artificial intelligence', '60', 'data science']"
"Kaggle Live-Coding: Deep Learning with GPUs (part 3) | Kaggle Join Kaggle Data Scientist Rachael as she continues her emoji generation project using Kaggle's new GPU resources! This footage has not been edited so you can see the whole process, errors and all. SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help. Follow Kaggle online: Visit the WEBSITE: http://www.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-kg Like Kaggle on FACEBOOK: http://www.facebook.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-fb Follow Kaggle on TWITTER: http://twitter.com/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-tw Check out our BLOG: http://blog.kaggle.com/?utm_medium=youtube&utm_source=channel&utm_campaign=yt-blog Connect with us on LINKEDIN: http://www.linkedin.com/company/kaggle?utm_medium=youtube&utm_source=channel&utm_campaign=yt-lkn Advance your data science skills: Take our free online courses: http://www.kaggle.com/learn/overview?utm_medium=youtube&utm_source=channel&utm_campaign=yt-learn Get started with Kaggle Kernels: http://www.kaggle.com/docs/kernels?utm_medium=youtube&utm_source=channel&utm_campaign=yt-krnl Download clean datasets from Kaggle: http://www.kaggle.com/docs/datasets?utm_medium=youtube&utm_source=channel&utm_campaign=yt-datast Sign up for a Kaggle Competition: http://www.kaggle.com/docs/competitions?utm_medium=youtube&utm_source=channel&utm_campaign=yt-comps Explore the Kaggle Public API: http://www.kaggle.com/docs/api?utm_medium=youtube&utm_source=channel&utm_campaign=yt-docs Kaggle Live-Coding: Deep Learning with GPUs (part 3) | Kaggle https://www.youtube.com/watch?v=r3RJmNFmtxg Kaggle http://www.youtube.com/user/kaggledotcom","['kaggle', 'gpus', 'deep', 'httpswwwyoutubecomwatchvr3rjmnfmtxg', 'data']","['data science', 'comedy', 'artificial intelligence']","['httpswwwyoutubecomwatchvr3rjmnfmtxg', 'kaggle', 'data', 'comedy', 'deep', 'artificial intelligence', 'data science', 'gpus']"
